Snapshot_Date,Opportunity_ID,Opportunity_Stage,Opportunity_Type,Opportunity_Annual_Amount,Opportunity_Created_Date,Opportunity_Close_Date,Opportunity_Product,Account_Electronic_Medical_Record_System,Account_Hospital_Type,Account_Fiscal_Year_End,Account_State,Account_Zip_Code,Account_Number_of_Hospitals ,Account_Number_of_Beds,Account_Number_of_Affiliated_Physicians,Account_Number_of_Employee,Account_Cash_on_Hand,Account_Total_Patient_Revenue,Account_Net_Patient_Revenue
10/1/22,0061K00000eG0Mv,Stage 2 - Scoping,Existing Business,1176196.751,11/4/19,4/12/23,Diversion Monitoring,Epic,Health System,,WA,98057,57,10435,17985,56805,2277929272,67832876048,17761759973
10/1/22,0061K00000ebRZB,Stage 1 - Evaluating,New Business,333298.9085,10/15/19,6/16/23,Privacy Monitoring,Cerner,Health System,,ME,04412,10,862,2387,,245866189,4967822445,2206499177
10/1/22,0061K00000ebkFS,Stage 2 - Scoping,New Business,212004,10/25/19,3/12/23,Privacy Monitoring,Cerner,Health System,,NJ,08360,5,668,931,5572,78975642,4599701825,972837022
10/1/22,0061K00000ebgU1,Closed Lost,New Business,225762.9237,10/23/19,9/21/22,Diversion Monitoring,Epic,Health System,,VA,24016,8,951,1522,7469,5228803,6217397878,1933876475
10/1/22,0061K00000eah5F,Stage 1 - Evaluating,New Business,335289.8707,9/25/19,10/20/23,Compliance Analytics,Epic,Health System,,PA,18103,13,2005,3644,,108780298,18426621273,3533744232
10/1/22,0061K00000e2HBk,Closed Lost,New Business,199766.9389,9/3/19,9/12/22,Diversion Monitoring,Epic,Health System,,CA,94143,8,1569,2667,10378,4035475835,20906203178,5702637248
10/1/22,0061K00000dWPOi,Stage 2 - Scoping,New Business,391449.2411,5/30/19,1/12/23,Privacy Monitoring,Meditech,Health System,,TX,75201,33,5715,4737,19502,1972866,24463805067,4542182756
10/1/22,0061K00000cONkF,Stage 2 - Scoping,New Business,301185.5483,4/23/19,3/12/23,Privacy Monitoring,Epic,Health System,,VA,23502,14,2447,5561,,247939424,15867761277,4788053599
10/1/22,0061K00000cjGCf,Stage 2 - Scoping,New Business,306590.4,4/15/19,1/12/23,Privacy Monitoring,Epic,Health System,,TX,77030,9,2774,3594,15258,514064657,31011802529,5737386317
10/1/22,0061K00000ciOuV,Stage 2 - Scoping,New Business,274361.7965,4/3/19,3/12/23,Diversion Monitoring,Epic,Health System,,LA,70163,10,1799,3305,6257,67386985,13757049518,2764537851
10/1/22,0061K00000ciilE,Stage 2 - Scoping,New Business,456624,4/8/19,1/6/23,Privacy Monitoring,Epic,Health System,,OH,44106,19,2995,4515,18297,17832715,21790976301,6639791210
10/1/22,0061K00000c4njV,Stage 3 - Pricing,New Business,478616.5067,3/1/19,10/27/22,Diversion Monitoring,Epic,Health System,,MO,63141,43,4816,6663,23378,159205691,21188380117,6505253582
10/1/22,0061K00000c3D1V,Stage 3 - Pricing,New Business,297719.446,2/5/19,3/12/23,Compliance Analytics,Epic,Health System,,IL,61602,16,2074,3611,11594,2010921850,12173925432,3065396921
10/1/22,0061K00000c31gX,Stage 1 - Evaluating,New Business,500044.6751,2/1/19,1/12/23,Diversion Monitoring,Epic,Health System,,LA,70121,38,4009,6083,,113684137,17081084846,4656890148
10/1/22,0061K00000b3Qsm,Stage 4 - Verbal / VOC,New Business,396827.9728,3/7/19,10/28/22,Privacy Monitoring,Epic,Health System,,TN,38120,21,2708,3670,12464,160091963,13453250833,2802627571
9/1/22,0061K00000kZQ6u,Stage 1 - Evaluating,New Business,784777.3812,8/25/22,12/31/23,Privacy Monitoring,Epic,Health System,,CA,91761,45,6791,5731,22847,122614337,23886678379,4930349075
9/1/22,0061K00000kZKfN,Stage 3 - Pricing,New Business,94975.4817,8/23/22,2/16/22,Privacy Monitoring,Other,,,,,,,,,,,
9/1/22,0061K00000kZCTo,Stage 2 - Scoping,New Business,202327.92,8/19/22,8/1/23,Diversion Monitoring,Cerner,Short Term Acute Care Hospital,12/31/23,CA,91786,,363,423,1790,13047456,3266797992,447332724
9/1/22,0061K00000kZ6UU,Stage 1 - Evaluating,New Business,214370.7257,8/17/22,6/30/23,Diversion Monitoring,Epic,Health System,,MN,55407,12,1978,5451,,187395,10497428933,3435770123
9/1/22,0061K00000kZ3Fq,Stage 1 - Evaluating,New Business,171843.4028,8/16/22,8/16/23,Diversion Monitoring,Cerner,Health System,,MO,65802,5,865,1281,,255014979,5973226429,1684043799
9/1/22,0061K00000kZ2kV,Stage 5 - Contracting,Existing Business,27179.97282,8/16/22,10/6/22,Privacy Monitoring,Epic,Childrens Hospital,6/30/23,CA,92123,,401,1095,3413,60089600,3379930950,1455940995
9/1/22,0061K00000kYSNP,Stage 1 - Evaluating,New Business,222833.4089,8/2/22,9/13/23,Diversion Monitoring,Epic,Short Term Acute Care Hospital,9/30/23,MA,02115,2,812,2554,,9633000,9116891563,2798569563
9/1/22,0061K00000kYn1C,Stage 1 - Evaluating,New Business,464234.4,8/10/22,6/29/23,Privacy Monitoring,Cerner,Health System,,PA,15213,35,7154,11088,,46924064,51344319329,9955717814
9/1/22,0061K00000kYFZF,Stage 3 - Pricing,New Business,75586.92768,7/28/22,7/28/23,Diversion Monitoring,Meditech,Short Term Acute Care Hospital,12/31/23,NE,68845,6,93,98,632,3032912,479860275,145908600
9/1/22,0061K00000kYCI0,Stage 2 - Scoping,New Business,130668.0403,7/27/22,9/13/23,Diversion Monitoring,Other,Short Term Acute Care Hospital,9/30/23,NH,03102,3,262,577,,41793666,1638537930,470371108
9/1/22,0061K00000kXZoD,Stage 2 - Scoping,New Business,0,7/13/22,8/4/23,Privacy Monitoring,Epic,Health System,,PA,19087,5,1179,2492,,52214388,8084533521,1617575570
9/1/22,0061K00000kXvjS,Stage 1 - Evaluating,New Business,162520.2551,7/21/22,1/12/23,Diversion Monitoring,Epic,Health System,,SC,29646,2,315,503,1769,25708439,1275976193,425613703
9/1/22,0061K00000kXrKu,Stage 3 - Pricing,New Business,79677.65358,7/20/22,12/30/22,Diversion Monitoring,Meditech,Short Term Acute Care Hospital,9/30/23,WV,25550,4,49,53,315,1696194,148006081,39869224
9/1/22,0061K00000kXewe,Stage 3 - Pricing,New Business,136787.9706,7/15/22,12/15/22,Privacy Monitoring,Epic,Health System,,MD,21801,2,319,913,2368,29089987,895131961,608750189
9/1/22,0061K00000kOxor,Stage 3 - Pricing,New Business,95929.41816,8/31/22,3/15/23,Diversion Monitoring,Cerner,Short Term Acute Care Hospital,9/30/23,VT,05701,,142,285,1352,22964286,699362158,305367564
9/1/22,0061K00000kOxjL,Stage 2 - Scoping,New Business,46270.9602,8/31/22,12/21/22,Diversion Monitoring,Epic,Critical Access Hospital,9/30/23,ID,83467,,18,39,157,8591069,57185858,32626673
9/1/22,0061K00000kOrRT,Stage 1 - Evaluating,New Business,744862.464,8/29/22,7/28/23,Diversion Monitoring,Epic,Short Term Acute Care Hospital,8/31/23,TX,77030,12,698,2429,,-220999047,9808934036,4401023660
9/1/22,0061K00000k3yHr,Stage 4 - Verbal / VOC,New Business,96532.488,7/8/22,9/15/22,Diversion Monitoring,Epic,Childrens Hospital,12/31/23,AL,35233,,351,556,4329,370946410,1736090757,839472839
9/1/22,0061K00000k3y63,Stage 1 - Evaluating,New Business,102914.352,7/8/22,7/3/23,Diversion Monitoring,Epic,Short Term Acute Care Hospital,6/30/23,AK,99669,,49,195,,50062214,527906763,232027192
9/1/22,0061K00000k3y4g,Stage 5 - Contracting,New Business,96122.26026,7/8/22,9/21/22,Diversion Monitoring,Meditech,Short Term Acute Care Hospital,12/31/23,MO,65201,,278,467,1377,11695686,1175550459,346527763
9/1/22,0061K00000k3sPi,Stage 4 - Verbal / VOC,New Business,297616.2435,7/6/22,9/19/22,Diversion Monitoring,Meditech,Health System,,SD,57108,41,1574,2193,10387,157870152,7189944817,2649280959
9/1/22,0061K00000k3Pzt,Stage 1 - Evaluating,New Business,85084.48944,6/27/22,12/31/23,Diversion Monitoring,Meditech,Short Term Acute Care Hospital,5/31/23,MO,65301,,108,157,756,5628017,470460084,155290816
9/1/22,0061K00000k3kdI,Stage 2 - Scoping,New Business,174904.3872,7/5/22,10/20/23,Diversion Monitoring,Other,Health System,,TX,79601,4,883,864,3484,39692001,6498688107,885817924
9/1/22,0061K00000k3Jk3,Stage 2 - Scoping,New Business,629443.4909,6/24/22,7/14/23,Diversion Monitoring,Epic,Health System,,TX,75246,51,4875,9506,,342375318,31719367734,9226871582
9/1/22,0061K00000k3Hq2,Stage 2 - Scoping,New Business,32616,6/23/22,12/27/23,Diversion Monitoring,Cerner,Health System,,PA,15801,9,647,1287,,86558028,2268633565,782467482
9/1/22,0061K00000k3H8d,Stage 3 - Pricing,New Business,80606.53008,6/23/22,6/1/23,Diversion Monitoring,Other,Short Term Acute Care Hospital,6/30/23,CA,93436,,60,217,584,28244172,262300898,138035882
9/1/22,0061K00000k3E47,Stage 2 - Scoping,New Business,105109.0826,6/22/22,6/1/23,Privacy Monitoring,Meditech,Health System,,AZ,86409,1,196,383,,47825586,1932300351,369771903
9/1/22,0061K00000k3buE,Stage 1 - Evaluating,New Business,174486.2229,6/30/22,6/30/23,Privacy Monitoring,Epic,Health System,,WA,98034,2,330,828,3574,68435213,2383208047,836249349
9/1/22,0061K00000k35D2,Stage 2 - Scoping,New Business,212108.4799,6/20/22,3/15/23,Diversion Monitoring,Epic,Health System,,TX,75203,10,1358,1422,6138,-72235898,7287456087,1959879705
9/1/22,0061K00000k35ak,Stage 3 - Pricing,New Business,45531.936,6/20/22,1/12/23,Privacy Monitoring,Other,,,,,,,,,,,
9/1/22,0061K00000k2Y9T,Stage 1 - Evaluating,Existing Business,81540,6/8/22,12/29/22,Privacy Monitoring,Epic,Health System,,NC,27610,5,996,1599,,101306930,5952209886,1464938842
9/1/22,0061K00000k2UcZ,Stage 2 - Scoping,New Business,110381.6493,6/7/22,12/14/22,Diversion Monitoring,Epic,Health System,,AZ,85008,2,533,564,3259,540336309,2902046153,537691756
9/1/22,0061K00000k2oTq,Stage 3 - Pricing,New Business,238003.4095,6/14/22,6/15/23,Diversion Monitoring,Epic,Health System,,PA,17822,14,1918,3278,14508,97231778,22215969008,3224847183
9/1/22,0061K00000k2LuJ,Stage 3 - Pricing,New Business,331596,6/2/22,12/12/22,Privacy Monitoring,Epic,Health System,,SC,29601,18,2623,4593,11574,-968157293,14934342673,4015824147
9/1/22,0061K00000k2lBV,Stage 1 - Evaluating,New Business,375872.1656,6/13/22,6/15/23,Privacy Monitoring,Epic,Health System,,VA,24016,8,951,1522,,5228803,6217397878,1933876475
9/1/22,0061K00000k2IK4,Stage 3 - Pricing,Existing Business,108864.9509,6/1/22,6/15/23,Diversion Monitoring,Meditech,Short Term Acute Care Hospital,9/30/23,NH,03833,14,99,297,1237,12077833,869054145,282035885
9/1/22,0061K00000k2fs6,Stage 1 - Evaluating,New Business,502119.1071,6/10/22,6/14/23,Diversion Monitoring,Epic,Health System,,NY,10004,12,3492,7365,,26430695,17815959763,8350383788
9/1/22,0061K00000k2am6,Stage 2 - Scoping,New Business,61426.8,6/9/22,6/14/23,Diversion Monitoring,Other,Health System,,MA,01581,2,98,13,,4121978,86224093,53118560
9/1/22,0061K00000k22AT,Stage 4 - Verbal / VOC,New Business,66746.41524,5/24/22,11/15/22,Privacy Monitoring,Cerner,Health System,,TN,38401,3,305,409,2136,69030782,1460600399,365065858
9/1/22,0061K00000k1XAe,Stage 3 - Pricing,New Business,94753.66572,5/9/22,12/31/22,Diversion Monitoring,Other,Health System,,IL,62781,5,642,1748,5550,46171570,4803048207,1260848105
9/1/22,0061K00000k1S4D,Stage 3 - Pricing,New Business,130236.9111,5/6/22,10/28/22,Diversion Monitoring,Epic,Short Term Acute Care Hospital,6/30/23,MD,21742,,215,534,1829,20047000,454037833,381141581
9/1/22,0061K00000k1QOR,Stage 3 - Pricing,New Business,164885.9479,5/5/22,12/9/22,Privacy Monitoring,Epic,Health System,,MI,49007,6,607,1481,5490,818411387,3807661926,1418000349
9/1/22,0061K00000k1LI9,Stage 2 - Scoping,New Business,481201.2432,5/3/22,11/10/23,Privacy Monitoring,Epic,Health System,,MN,55407,12,1978,5451,13570,187395,10497428933,3435770123
9/1/22,0061K00000k1LHa,Stage 1 - Evaluating,New Business,165798,5/3/22,1/31/23,Privacy Monitoring,Epic,Health System,,IL,61801,8,1047,2633,,-7753402,8760516151,2145843474
9/1/22,0061K00000k1KoK,Stage 5 - Contracting,Existing Business,381708.6629,5/3/22,9/29/22,Privacy Monitoring,Cerner,Health System,,IN,46202,17,2719,6496,17414,2257258264,22217983142,6091976954
9/1/22,0061K00000k1EEm,Stage 3 - Pricing,New Business,114903.45,4/29/22,1/12/23,Privacy Monitoring,Other,Health System,,TN,37027,13,715,1013,4888,-5190385,3840266640,768160368
9/1/22,0061K00000k1EDy,Stage 2 - Scoping,New Business,158831.6301,4/29/22,10/31/23,Privacy Monitoring,Epic,Health System,,ID,83712,11,1180,2468,10568,14296945,7092819259,2937497669
9/1/22,0061K00000k1d3r,Stage 4 - Verbal / VOC,New Business,136508.1525,5/11/22,12/15/22,Diversion Monitoring,Epic,Childrens Hospital,9/30/23,CT,06106,,187,554,1700,50336887,1081920159,416759823
9/1/22,0061K00000k1ctr,Stage 2 - Scoping,Existing Business,545908.5333,5/11/22,12/14/22,Privacy Monitoring,Cerner,Health System,,UT,84111,33,3904,10276,26772,23524519,26339856373,9065431259
9/1/22,0061K00000k1CB5,Stage 3 - Pricing,New Business,218977.8716,4/28/22,9/15/22,Diversion Monitoring,Epic,Health System,,OH,45237,41,5906,10033,27533,464771524,42481735560,8826927870
9/1/22,0061K00000k0tDa,Stage 4 - Verbal / VOC,New Business,303619.8706,4/19/22,11/16/22,Compliance Analytics,Meditech,Short Term Acute Care Hospital,12/31/23,CA,91405,,333,163,1864,22920686,950775168,461998367
9/1/22,0061K00000k0SV9,Stage 3 - Pricing,New Business,143596.2073,4/13/22,11/16/22,Privacy Monitoring,Epic,Childrens Hospital,6/30/23,OH,45404,,181,861,2670,31715027,886270657,541630369
9/1/22,0061K00000k0siL,Stage 3 - Pricing,New Business,300565.4638,4/19/22,12/14/22,Privacy Monitoring,Epic,Health System,,OR,97330,5,302,1255,3785,45943,2269286179,1068799387
9/1/22,0061K00000k0IhT,Stage 3 - Pricing,Existing Business,67950,4/8/22,12/16/22,Privacy Monitoring,Meditech,Short Term Acute Care Hospital,10/31/23,LA,70634,,60,99,286,1045974,193549383,44216031
9/1/22,0061K00000k0Ia1,Stage 3 - Pricing,New Business,124097.5199,4/8/22,1/12/23,Privacy Monitoring,Meditech,Short Term Acute Care Hospital,12/31/23,NY,14760,6,202,213,962,3664298,416057453,152887499
9/1/22,0061K00000k0BLF,Stage 3 - Pricing,New Business,60047.2791,4/5/22,12/15/22,Diversion Monitoring,Meditech,Short Term Acute Care Hospital,12/31/23,CO,81505,,44,315,902,20070769,735419089,216502671
9/1/22,0061K00000k04Vs,Stage 1 - Evaluating,New Business,107918.951,4/4/22,12/15/22,Privacy Monitoring,Other,,,,,,,,,,,
9/1/22,0061K00000jzzCA,Stage 2 - Scoping,New Business,101200.9792,4/1/22,1/12/23,Privacy Monitoring,Epic,Health System,,AL,36607,5,751,1005,,16738191,2501585155,852661923
9/1/22,0061K00000jWTSB,Stage 2 - Scoping,Existing Business,67950,3/29/22,12/28/22,Diversion Monitoring,Epic,Health System,,MA,02138,14,2413,7892,,51680048,11394245520,4977074535
9/1/22,0061K00000jWR6l,Closed Lost,New Business,258699.24,3/28/22,8/22/22,Diversion Monitoring,Epic,Health System,,MI,48109,11,2114,6509,,590307743,17192803673,5948068037
9/1/22,0061K00000jWH7e,Stage 2 - Scoping,New Business,113439.4265,3/24/22,3/24/23,Privacy Monitoring,Epic,Short Term Acute Care Hospital,12/31/23,CA,94904,,310,795,,26802241,3110752143,478861740
9/1/22,0061K00000jWa9Q,Stage 1 - Evaluating,New Business,266500.9057,3/31/22,9/15/23,Privacy Monitoring,Cerner,Childrens Hospital,6/30/23,CA,90027,,413,1014,5207,71715672,3552585478,1083587809
9/1/22,0061K00000jWa0r,Closed Lost,New Business,56914.92,3/31/22,8/12/22,Privacy Monitoring,Other,,,,,,,,,,,
9/1/22,0061K00000jW4aS,Stage 1 - Evaluating,Existing Business,57521.52324,3/18/22,3/1/23,Diversion Monitoring,Meditech,Short Term Acute Care Hospital,6/30/23,IN,46952,,108,239,,38780794,558389583,195058285
9/1/22,0061K00000jW1vf,Stage 3 - Pricing,New Business,103773.24,3/17/22,3/22/23,Diversion Monitoring,Cerner,Short Term Acute Care Hospital,12/31/23,IN,46131,,58,128,568,3788331,380229870,114184887
9/1/22,0061K00000jW1tK,Stage 5 - Contracting,New Business,167609.9819,3/17/22,9/9/22,Diversion Monitoring,Epic,Health System,,MI,48670,7,587,1222,5109,61254231,3027589744,1164217387
9/1/22,0061K00000jVZNm,Stage 3 - Pricing,New Business,229222.7474,3/7/22,9/28/22,Diversion Monitoring,Epic,Health System,,OR,97330,5,302,1255,3785,45943,2269286179,1068799387
9/1/22,0061K00000jVZNI,Stage 3 - Pricing,New Business,516420,3/7/22,3/31/23,Privacy Monitoring,Other,,,CO,,,,,67000,,,
9/1/22,0061K00000jVwnv,Stage 3 - Pricing,New Business,117060.7538,3/16/22,3/23/23,Diversion Monitoring,Epic,Short Term Acute Care Hospital,12/31/23,NY,11201,,257,511,2206,13080000,1819817838,403051940
9/1/22,0061K00000jVwgu,Stage 2 - Scoping,Existing Business,62711.35398,3/16/22,3/22/23,Diversion Monitoring,Epic,Health System,,MA,02740,4,911,1182,4554,53954586,2671787001,896166485
9/1/22,0061K00000jVulK,Stage 2 - Scoping,New Business,17028.27,3/15/22,1/12/23,Diversion Monitoring,Other,Short Term Acute Care Hospital,6/30/23,AR,71603,,245,224,1205,1453941,788526173,203594672
9/1/22,0061K00000jVUh5,Closed Lost,New Business,183394.4679,3/4/22,8/11/22,Diversion Monitoring,Epic,Health System,,IL,61801,8,1047,2633,5385,-7753402,8760516151,2145843474
9/1/22,0061K00000jVQGi,Stage 1 - Evaluating,New Business,298436.4,3/3/22,1/12/23,Privacy Monitoring,Epic,Health System,,OK,73112,14,1495,1577,,107103800,10210264632,1779725488
9/1/22,0061K00000jVKYh,Stage 5 - Contracting,New Business,206922.6175,3/1/22,9/20/22,Privacy Monitoring,Epic,Health System,,PA,19611,5,1201,2540,6586,18887926,7376031058,1633133668
9/1/22,0061K00000jVksz,Stage 3 - Pricing,Existing Business,312570,3/10/22,10/28/22,Diversion Monitoring,Epic,Health System,,SD,57105,36,2666,3258,17873,57999202,11686251089,4403933761
9/1/22,0061K00000jVkQJ,Stage 3 - Pricing,New Business,89411.328,3/10/22,12/15/22,Diversion Monitoring,Meditech,Health System,,CO,81101,2,66,165,636,13683793,278413638,113139524
9/1/22,0061K00000jVBe7,Closed Lost,New Business,61901.7705,2/25/22,8/29/22,Privacy Monitoring,Other,,,,,,,,,,,
9/1/22,0061K00000jVAqt,Stage 1 - Evaluating,New Business,130897.8472,2/25/22,3/16/23,Diversion Monitoring,Epic,Health System,,MT,59715,2,132,535,1730,8275178,769826807,410446489
9/1/22,0061K00000jV9BO,Stage 1 - Evaluating,New Business,483832.2672,2/24/22,12/13/23,Privacy Monitoring,Epic,Short Term Acute Care Hospital,9/30/23,TX,75235,,786,1458,,56677944,8362574308,985442009
9/1/22,0061K00000jV7DQ,Stage 3 - Pricing,New Business,107708.904,2/23/22,7/12/23,Diversion Monitoring,Cerner,Short Term Acute Care Hospital,12/31/23,NY,14301,,133,157,843,825300,199914111,83070116
9/1/22,0061K00000jV3Ou,Stage 3 - Pricing,New Business,42267.29184,2/22/22,2/17/23,Diversion Monitoring,Cerner,Health System,,PA,19406,181,21055,7653,45510,-45008465,71051699724,10342833445
9/1/22,0061K00000jUvmD,Stage 2 - Scoping,Existing Business,195787.3248,2/17/22,6/21/23,Privacy Monitoring,Other,Health System,,FL,33487,,161,,,,,
9/1/22,0061K00000jUoHF,Stage 2 - Scoping,New Business,276001.0495,2/14/22,11/1/23,Diversion Monitoring,Cerner,Health System,,MD,21044,10,2300,5617,,13089763,11347446446,4817334541
9/1/22,0061K00000jUMwR,Closed Lost,New Business,97848,2/1/22,8/22/22,Privacy Monitoring,Other,Health System,,KY,40202,94,6639,2564,,41255042,17191649638,3443617680
9/1/22,0061K00000jUkJX,Stage 3 - Pricing,New Business,134812.8,2/11/22,2/14/23,Diversion Monitoring,Meditech,Health System,,NY,12010,1,100,211,1103,6460864,489883683,145202520
9/1/22,0061K00000jUjM6,Stage 2 - Scoping,New Business,163080,2/11/22,1/12/23,Diversion Monitoring,Epic,Health System,,FL,32806,11,2682,3903,,809949031,26347810275,4064110622
9/1/22,0061K00000jUhha,Stage 2 - Scoping,New Business,279902.6842,2/10/22,1/12/23,Privacy Monitoring,Epic,Short Term Acute Care Hospital,6/30/23,NJ,07103,,358,537,3431,186817004,3001578453,686455135
9/1/22,0061K00000jU76x,Stage 4 - Verbal / VOC,New Business,228635.143,1/25/22,4/5/23,Diversion Monitoring,Cerner,Health System,,MD,21215,5,681,1363,6320,199693000,1627869099,1397358954
9/1/22,0061K00000jTHFC,Closed Lost,New Business,56914.92,1/21/22,8/12/22,Privacy Monitoring,Epic,Health System,,LA,70403,2,357,373,1611,6303,1985570267,267733926
9/1/22,0061K00000jTF5J,Stage 3 - Pricing,New Business,109589.76,1/20/22,11/17/22,Diversion Monitoring,Epic,Health System,,FL,33136,3,564,1759,4352,,10904781380,2290939882
9/1/22,0061K00000jTEIe,Stage 3 - Pricing,New Business,187456.8179,1/20/22,3/21/23,Privacy Monitoring,Epic,Health System,,DE,19901,2,409,862,3167,170265284,2313848058,829151103
9/1/22,0061K00000jTAze,Stage 2 - Scoping,New Business,195696,1/19/22,1/12/23,Privacy Monitoring,Cerner,Health System,,GA,30342,6,1726,3384,18354,554217939,22211079113,5155860725
9/1/22,0061K00000jT920,Stage 3 - Pricing,New Business,82445.99094,1/18/22,5/31/23,Diversion Monitoring,Meditech,Long Term Acute Care Hospital,12/31/23,NY,10461,3,225,33,734,1894400,223165200,120363988
9/1/22,0061K00000jT3QJ,Stage 5 - Contracting,New Business,300850.3102,1/14/22,9/27/22,Privacy Monitoring,Epic,Health System,,CA,92123,6,1680,2166,9113,66337716,15400166846,2964615943
9/1/22,0061K00000jT2kD,Stage 1 - Evaluating,New Business,228312,1/14/22,1/12/23,Privacy Monitoring,Other,,,,,,,,,,,
9/1/22,0061K00000jSYrC,Closed Lost,New Business,91063.872,12/29/21,8/12/22,Privacy Monitoring,Meditech,Short Term Acute Care Hospital,6/30/23,KY,40351,,90,251,,57126155,564281854,175226593
9/1/22,0061K00000iqL5v,Stage 3 - Pricing,New Business,70523.78292,12/16/21,11/17/22,Privacy Monitoring,Other,,,,,,,,,,,
9/1/22,0061K00000iqIVh,Stage 2 - Scoping,Existing Business,289495.0498,12/15/21,1/12/23,Diversion Monitoring,Epic,Health System,,KY,40536,6,1294,2385,,1167635729,9948591988,2638982448
9/1/22,0061K00000iqFKu,Stage 4 - Verbal / VOC,New Business,164321.2291,12/14/21,9/27/22,Diversion Monitoring,Cerner,Health System,,RI,02905,3,713,1264,4105,231425083,2140842642,866096556
9/1/22,0061K00000iqaqC,Stage 2 - Scoping,New Business,436125.605,12/23/21,12/15/22,Privacy Monitoring,Epic,Short Term Acute Care Hospital,12/31/23,TX,78229,,657,1397,,369795724,4803778711,1096152133
9/1/22,0061K00000iq9K9,Stage 1 - Evaluating,Existing Business,40770,12/10/21,3/23/23,Diversion Monitoring,Epic,Health System,,NJ,08837,18,4438,6636,,34261748,21201628270,5673294538
9/1/22,0061K00000iq8LG,Stage 3 - Pricing,New Business,144597.6,12/10/21,3/16/23,Diversion Monitoring,Meditech,Short Term Acute Care Hospital,6/30/23,CA,93906,,144,303,2002,297509163,1379358363,306843363
9/1/22,0061K00000iq8Gf,Stage 1 - Evaluating,New Business,62836.46352,12/10/21,1/1/25,Privacy Monitoring,Other,Childrens Hospital,9/30/23,MA,02115,2,485,2983,,1382000,3166453224,1585985692
9/1/22,0061K00000ipuut,Stage 3 - Pricing,New Business,108289.7678,12/3/21,1/20/23,Privacy Monitoring,Epic,Short Term Acute Care Hospital,12/31/23,WA,98362,,78,388,1297,15075796,503173244,237852054
9/1/22,0061K00000ipQ0l,Stage 3 - Pricing,New Business,171292.0565,11/18/21,12/14/23,Diversion Monitoring,Cerner,Health System,,TX,78539,6,432,1222,3967,15836756,3437067056,847768648
9/1/22,0061K00000ipJJr,Stage 4 - Verbal / VOC,New Business,317145.5627,11/15/21,11/16/22,Privacy Monitoring,Epic,Health System,,NJ,08053,5,1328,1681,7390,17053021,12434163918,1889100630
9/1/22,0061K00000ipj4i,Stage 1 - Evaluating,New Business,9784.8,11/29/21,3/31/23,Diversion Monitoring,Epic,Short Term Acute Care Hospital,,NE,68502,6,266,,,,,
9/1/22,0061K00000ipj4h,Stage 5 - Contracting,New Business,352059.9307,11/29/21,9/14/22,Diversion Monitoring,Epic,Health System,,TN,38120,21,2708,3670,12553,160091963,13453250833,2802627571
9/1/22,0061K00000ipj4g,Stage 3 - Pricing,New Business,151210.0048,11/29/21,10/19/22,Diversion Monitoring,Other,Short Term Acute Care Hospital,8/31/23,TX,77701,1,358,414,1405,87068240,2296036214,319737232
9/1/22,0061K00000ipDQS,Stage 4 - Verbal / VOC,New Business,232421.4529,11/11/21,10/14/22,Privacy Monitoring,Meditech,Health System,,SD,57108,41,1574,2193,10518,157870152,7189944817,2649280959
9/1/22,0061K00000ip7gw,Stage 2 - Scoping,New Business,260928,11/9/21,1/12/23,Privacy Monitoring,Epic,Health System,,WA,98195,4,1408,4428,14786,388798669,11749951663,3924138597
9/1/22,0061K00000ip0ii,Stage 3 - Pricing,New Business,239178.0476,11/5/21,11/1/22,Diversion Monitoring,Other,Health System,,PA,15009,3,365,1094,2259,-2847155,1173180876,389237226
9/1/22,0061K00000ioytq,Stage 3 - Pricing,New Business,84205.5426,11/4/21,10/26/22,Diversion Monitoring,Epic,Health System,,TX,78411,2,191,367,1651,30780388,1279073317,238783276
9/1/22,0061K00000iouQG,Stage 2 - Scoping,New Business,538164,11/3/21,1/12/23,Privacy Monitoring,Other,,,,,,,,,,,
9/1/22,0061K00000inoBp,Closed Lost,New Business,65932.21116,10/26/21,8/12/22,Privacy Monitoring,Other,Short Term Acute Care Hospital,12/31/23,AL,36867,,47,62,282,7233136,233513919,75217046
9/1/22,0061K00000imZyk,Stage 3 - Pricing,New Business,196987.2131,9/21/21,12/16/22,Diversion Monitoring,Cerner,Health System,,OK,73120,2,140,159,2217,61902619,1876868267,490498372
9/1/22,0061K00000imXXX,Stage 2 - Scoping,New Business,113689.0748,9/20/21,6/28/23,Diversion Monitoring,Epic,Health System,,PA,17602,4,900,1796,,62522087,3893427987,1339979127
9/1/22,0061K00000impgm,Closed Lost,New Business,640781.329,9/29/21,8/22/22,Privacy Monitoring,Cerner,Health System,,AZ,85012,35,5866,7625,26680,40703,29936053220,10023977310
9/1/22,0061K00000imc4t,Stage 2 - Scoping,New Business,236120.515,9/22/21,3/30/23,Diversion Monitoring,Epic,Childrens Hospital,6/30/23,PA,19104,2,627,2400,,150567193,7675757284,2499301794
9/1/22,0061K00000imbYE,Stage 5 - Contracting,New Business,91883.94696,9/22/21,9/26/22,Privacy Monitoring,Epic,Short Term Acute Care Hospital,6/30/23,NC,28054,2,396,689,2619,-20364,2463745605,619357809
9/1/22,0061K00000hy6PF,Stage 1 - Evaluating,New Business,272362.5173,9/17/21,1/12/23,Diversion Monitoring,Epic,Health System,,KY,40202,9,1548,2682,8521,24264172,11091283704,2911160066
